date,store_id,item_id,qty_sold,price,on_promo,discount_pct,stockout_flag
2022-05-18,S1,I1,14,247.5,0,0.0,0
2022-05-19,S1,I1,13,247.5,0,0.0,0
2022-05-20,S1,I1,8,247.5,0,0.0,0
2022-05-21,S1,I1,10,247.5,0,0.0,0
2022-05-22,S1,I1,6,247.5,0,0.0,0
2022-05-23,S1,I1,8,247.5,0,0.0,0
2022-05-24,S1,I1,17,247.5,1,0.29,0
2022-05-25,S1,I1,9,247.5,0,0.0,0
2022-05-26,S1,I1,16,247.5,0,0.0,0
2022-05-27,S1,I1,6,247.5,0,0.0,0
2022-05-28,S1,I1,23,247.5,0,0.0,0
2022-05-29,S1,I1,4,247.5,0,0.0,0
2022-05-30,S1,I1,12,247.5,0,0.0,0
2022-05-31,S1,I1,11,247.5,0,0.0,0
2022-06-01,S1,I1,11,247.5,0,0.0,0
2022-06-02,S1,I1,15,247.5,0,0.0,0
2022-06-03,S1,I1,10,247.5,0,0.0,0
2022-06-04,S1,I1,8,247.5,0,0.0,0
2022-06-05,S1,I1,8,247.5,0,0.0,0
2022-06-06,S1,I1,10,247.5,0,0.0,0
2022-06-07,S1,I1,8,247.5,0,0.0,0
2022-06-08,S1,I1,14,247.5,0,0.0,0
2022-06-09,S1,I1,13,247.5,0,0.0,0
2022-06-10,S1,I1,7,247.5,0,0.0,0
2022-06-11,S1,I1,8,247.5,0,0.0,0
2022-06-12,S1,I1,17,247.5,0,0.0,0
2022-06-13,S1,I1,0,247.5,0,0.0,1
2022-06-14,S1,I1,8,247.5,0,0.0,0
2022-06-15,S1,I1,14,247.5,0,0.0,0
2022-06-16,S1,I1,10,247.5,0,0.0,0
2022-06-17,S1,I1,9,247.5,0,0.0,0
2022-06-18,S1,I1,13,247.5,0,0.0,0
2022-06-19,S1,I1,11,247.5,0,0.0,0
2022-06-20,S1,I1,11,247.5,0,0.0,0
2022-06-21,S1,I1,14,247.5,0,0.0,0
2022-06-22,S1,I1,11,247.5,0,0.0,0
2022-06-23,S1,I1,17,247.5,1,0.17,0
2022-06-24,S1,I1,0,247.5,0,0.0,1
2022-06-25,S1,I1,14,247.5,0,0.0,0
2022-06-26,S1,I1,12,247.5,0,0.0,0
2022-06-27,S1,I1,11,247.5,0,0.0,0
2022-06-28,S1,I1,6,247.5,1,0.3,0
2022-06-29,S1,I1,12,247.5,0,0.0,0
2022-06-30,S1,I1,11,247.5,0,0.0,0
2022-07-01,S1,I1,9,247.5,0,0.0,0
2022-07-02,S1,I1,14,247.5,0,0.0,0
2022-07-03,S1,I1,15,247.5,0,0.0,0
2022-07-04,S1,I1,13,247.5,0,0.0,0
2022-07-05,S1,I1,12,247.5,1,0.1,0
2022-07-06,S1,I1,9,247.5,1,0.21,0
2022-07-07,S1,I1,13,247.5,0,0.0,0
2022-07-08,S1,I1,18,247.5,0,0.0,0
2022-07-09,S1,I1,15,247.5,0,0.0,0
2022-07-10,S1,I1,11,247.5,0,0.0,0
2022-07-11,S1,I1,5,247.5,0,0.0,0
2022-07-12,S1,I1,6,247.5,0,0.0,0
2022-07-13,S1,I1,5,247.5,0,0.0,0
2022-07-14,S1,I1,0,247.5,0,0.0,1
2022-07-15,S1,I1,10,247.5,0,0.0,0
2022-07-16,S1,I1,18,247.5,0,0.0,0
2022-07-17,S1,I1,24,247.5,1,0.28,0
2022-07-18,S1,I1,11,247.5,0,0.0,0
2022-07-19,S1,I1,12,247.5,0,0.0,0
2022-07-20,S1,I1,10,247.5,0,0.0,0
2022-07-21,S1,I1,12,247.5,0,0.0,0
2022-07-22,S1,I1,8,247.5,1,0.16,0
2022-07-23,S1,I1,10,247.5,0,0.0,0
2022-07-24,S1,I1,0,247.5,0,0.0,1
2022-07-25,S1,I1,10,247.5,0,0.0,0
2022-07-26,S1,I1,0,247.5,0,0.0,1
2022-07-27,S1,I1,8,247.5,0,0.0,0
2022-07-28,S1,I1,16,247.5,0,0.0,0
2022-07-29,S1,I1,8,247.5,0,0.0,0
2022-07-30,S1,I1,26,247.5,0,0.0,0
2022-07-31,S1,I1,8,247.5,0,0.0,0
2022-08-01,S1,I1,17,247.5,1,0.19,0
2022-08-02,S1,I1,10,247.5,0,0.0,0
2022-08-03,S1,I1,8,247.5,0,0.0,0
2022-08-04,S1,I1,16,247.5,0,0.0,0
2022-08-05,S1,I1,10,247.5,0,0.0,0
2022-08-06,S1,I1,16,247.5,0,0.0,0
2022-08-07,S1,I1,8,247.5,0,0.0,0
2022-08-08,S1,I1,7,247.5,0,0.0,0
2022-08-09,S1,I1,8,247.5,0,0.0,0
2022-08-10,S1,I1,10,247.5,0,0.0,0
2022-08-11,S1,I1,8,247.5,0,0.0,0
2022-08-12,S1,I1,7,247.5,0,0.0,0
2022-08-13,S1,I1,19,247.5,0,0.0,0
2022-08-14,S1,I1,8,247.5,0,0.0,0
2022-08-15,S1,I1,11,247.5,0,0.0,0
2022-08-16,S1,I1,2,247.5,0,0.0,0
2022-08-17,S1,I1,7,247.5,0,0.0,0
2022-08-18,S1,I1,0,247.5,0,0.0,1
2022-08-19,S1,I1,16,247.5,0,0.0,0
2022-08-20,S1,I1,15,247.5,0,0.0,0
2022-08-21,S1,I1,11,247.5,0,0.0,0
2022-08-22,S1,I1,16,247.5,0,0.0,0
2022-08-23,S1,I1,5,247.5,0,0.0,0
2022-08-24,S1,I1,13,247.5,0,0.0,0
2022-08-25,S1,I1,12,247.5,1,0.16,0
2022-08-26,S1,I1,9,247.5,0,0.0,0
2022-08-27,S1,I1,17,247.5,0,0.0,0
2022-08-28,S1,I1,11,247.5,0,0.0,0
2022-08-29,S1,I1,9,247.5,0,0.0,0
2022-08-30,S1,I1,14,247.5,0,0.0,0
2022-08-31,S1,I1,14,247.5,0,0.0,0
2022-09-01,S1,I1,6,247.5,0,0.0,0
2022-09-02,S1,I1,17,247.5,1,0.22,0
2022-09-03,S1,I1,14,247.5,0,0.0,0
2022-09-04,S1,I1,8,247.5,0,0.0,0
2022-09-05,S1,I1,10,247.5,0,0.0,0
2022-09-06,S1,I1,10,247.5,0,0.0,0
2022-09-07,S1,I1,5,247.5,0,0.0,0
2022-09-08,S1,I1,8,247.5,0,0.0,0
2022-09-09,S1,I1,8,247.5,0,0.0,0
2022-09-10,S1,I1,14,247.5,1,0.23,0
2022-09-11,S1,I1,8,247.5,0,0.0,0
2022-09-12,S1,I1,8,247.5,0,0.0,0
2022-09-13,S1,I1,9,247.5,0,0.0,0
2022-09-14,S1,I1,9,247.5,0,0.0,0
2022-09-15,S1,I1,9,247.5,0,0.0,0
2022-09-16,S1,I1,15,247.5,0,0.0,0
2022-09-17,S1,I1,12,247.5,0,0.0,0
2022-09-18,S1,I1,15,247.5,0,0.0,0
2022-09-19,S1,I1,11,247.5,0,0.0,0
2022-09-20,S1,I1,14,247.5,0,0.0,0
2022-09-21,S1,I1,14,247.5,0,0.0,0
2022-09-22,S1,I1,9,247.5,0,0.0,0
2022-09-23,S1,I1,16,247.5,1,0.28,0
2022-09-24,S1,I1,15,247.5,0,0.0,0
2022-09-25,S1,I1,4,247.5,0,0.0,0
2022-09-26,S1,I1,13,247.5,0,0.0,0
2022-09-27,S1,I1,8,247.5,0,0.0,0
2022-09-28,S1,I1,5,247.5,0,0.0,0
2022-09-29,S1,I1,8,247.5,0,0.0,0
2022-09-30,S1,I1,16,247.5,0,0.0,0
2022-10-01,S1,I1,6,247.5,0,0.0,0
2022-10-02,S1,I1,9,247.5,0,0.0,0
2022-10-03,S1,I1,9,247.5,0,0.0,0
2022-10-04,S1,I1,9,247.5,0,0.0,0
2022-10-05,S1,I1,8,247.5,0,0.0,0
2022-10-06,S1,I1,0,247.5,0,0.0,1
2022-10-07,S1,I1,10,247.5,1,0.27,0
2022-10-08,S1,I1,12,247.5,0,0.0,0
2022-10-09,S1,I1,16,247.5,0,0.0,0
2022-10-10,S1,I1,12,247.5,0,0.0,0
2022-10-11,S1,I1,9,247.5,0,0.0,0
2022-10-12,S1,I1,8,247.5,0,0.0,0
2022-10-13,S1,I1,15,247.5,0,0.0,0
2022-10-14,S1,I1,14,247.5,0,0.0,0
2022-10-15,S1,I1,9,247.5,1,0.11,0
2022-10-16,S1,I1,9,247.5,0,0.0,0
2022-10-17,S1,I1,13,247.5,0,0.0,0
2022-10-18,S1,I1,8,247.5,0,0.0,0
2022-10-19,S1,I1,16,247.5,0,0.0,0
2022-10-20,S1,I1,11,247.5,0,0.0,0
2022-10-21,S1,I1,11,247.5,0,0.0,0
2022-10-22,S1,I1,9,247.5,0,0.0,0
2022-10-23,S1,I1,15,247.5,0,0.0,0
2022-10-24,S1,I1,13,247.5,0,0.0,0
2022-10-25,S1,I1,18,247.5,0,0.0,0
2022-10-26,S1,I1,7,247.5,0,0.0,0
2022-10-27,S1,I1,11,247.5,0,0.0,0
2022-10-28,S1,I1,11,247.5,0,0.0,0
2022-10-29,S1,I1,16,247.5,0,0.0,0
2022-10-30,S1,I1,7,247.5,0,0.0,0
2022-10-31,S1,I1,12,247.5,0,0.0,0
2022-11-01,S1,I1,11,247.5,0,0.0,0
2022-11-02,S1,I1,11,247.5,0,0.0,0
2022-11-03,S1,I1,7,247.5,0,0.0,0
2022-11-04,S1,I1,8,247.5,0,0.0,0
2022-11-05,S1,I1,11,247.5,0,0.0,0
2022-11-06,S1,I1,11,247.5,0,0.0,0
2022-11-07,S1,I1,11,247.5,0,0.0,0
2022-11-08,S1,I1,10,247.5,0,0.0,0
2022-11-09,S1,I1,14,247.5,0,0.0,0
2022-11-10,S1,I1,17,247.5,0,0.0,0
2022-11-11,S1,I1,10,247.5,0,0.0,0
2022-11-12,S1,I1,17,247.5,0,0.0,0
2022-11-13,S1,I1,9,247.5,0,0.0,0
2022-11-14,S1,I1,7,247.5,0,0.0,0
2022-11-15,S1,I1,12,247.5,0,0.0,0
2022-11-16,S1,I1,11,247.5,0,0.0,0
2022-11-17,S1,I1,14,247.5,1,0.2,0
2022-11-18,S1,I1,11,247.5,0,0.0,0
2022-11-19,S1,I1,11,247.5,0,0.0,0
2022-11-20,S1,I1,0,247.5,0,0.0,1
2022-11-21,S1,I1,10,247.5,0,0.0,0
2022-11-22,S1,I1,13,247.5,0,0.0,0
2022-11-23,S1,I1,3,247.5,0,0.0,0
2022-11-24,S1,I1,11,247.5,0,0.0,0
2022-11-25,S1,I1,0,247.5,0,0.0,1
2022-11-26,S1,I1,11,247.5,0,0.0,0
2022-11-27,S1,I1,14,247.5,0,0.0,0
2022-11-28,S1,I1,5,247.5,0,0.0,0
2022-11-29,S1,I1,10,247.5,0,0.0,0
2022-11-30,S1,I1,12,247.5,0,0.0,0
2022-12-01,S1,I1,11,247.5,0,0.0,0
2022-12-02,S1,I1,11,247.5,0,0.0,0
2022-12-03,S1,I1,10,247.5,0,0.0,0
2022-12-04,S1,I1,18,247.5,0,0.0,0
2022-12-05,S1,I1,10,247.5,0,0.0,0
2022-12-06,S1,I1,11,247.5,0,0.0,0
2022-12-07,S1,I1,12,247.5,0,0.0,0
2022-12-08,S1,I1,10,247.5,0,0.0,0
2022-12-09,S1,I1,6,247.5,0,0.0,0
2022-12-10,S1,I1,12,247.5,0,0.0,0
2022-12-11,S1,I1,18,247.5,0,0.0,0
2022-12-12,S1,I1,12,247.5,0,0.0,0
2022-12-13,S1,I1,11,247.5,0,0.0,0
2022-12-14,S1,I1,13,247.5,0,0.0,0
2022-12-15,S1,I1,7,247.5,0,0.0,0
2022-12-16,S1,I1,8,247.5,0,0.0,0
2022-12-17,S1,I1,21,247.5,0,0.0,0
2022-12-18,S1,I1,18,247.5,0,0.0,0
2022-12-19,S1,I1,19,247.5,1,0.18,0
2022-12-20,S1,I1,14,247.5,0,0.0,0
2022-12-21,S1,I1,8,247.5,0,0.0,0
2022-12-22,S1,I1,8,247.5,0,0.0,0
2022-12-23,S1,I1,8,247.5,0,0.0,0
2022-12-24,S1,I1,17,247.5,1,0.21,0
2022-12-25,S1,I1,9,247.5,0,0.0,0
2022-12-26,S1,I1,0,247.5,0,0.0,1
2022-12-27,S1,I1,11,247.5,0,0.0,0
2022-12-28,S1,I1,7,247.5,0,0.0,0
2022-12-29,S1,I1,7,247.5,0,0.0,0
2022-12-30,S1,I1,8,247.5,0,0.0,0
2022-12-31,S1,I1,19,247.5,1,0.15,0
2023-01-01,S1,I1,19,247.5,0,0.0,0
2023-01-02,S1,I1,13,247.5,1,0.29,0
2023-01-03,S1,I1,7,247.5,0,0.0,0
2023-01-04,S1,I1,12,247.5,1,0.25,0
2023-01-05,S1,I1,6,247.5,0,0.0,0
2023-01-06,S1,I1,9,247.5,0,0.0,0
2023-01-07,S1,I1,12,247.5,0,0.0,0
2023-01-08,S1,I1,14,247.5,0,0.0,0
2023-01-09,S1,I1,11,247.5,0,0.0,0
2023-01-10,S1,I1,8,247.5,0,0.0,0
2023-01-11,S1,I1,7,247.5,0,0.0,0
2023-01-12,S1,I1,3,247.5,0,0.0,0
2023-01-13,S1,I1,12,247.5,0,0.0,0
2023-01-14,S1,I1,15,247.5,0,0.0,0
2023-01-15,S1,I1,16,247.5,0,0.0,0
2023-01-16,S1,I1,13,247.5,0,0.0,0
2023-01-17,S1,I1,14,247.5,0,0.0,0
2023-01-18,S1,I1,8,247.5,0,0.0,0
2023-01-19,S1,I1,10,247.5,0,0.0,0
2023-01-20,S1,I1,12,247.5,0,0.0,0
2023-01-21,S1,I1,12,247.5,0,0.0,0
2023-01-22,S1,I1,11,247.5,0,0.0,0
2023-01-23,S1,I1,10,247.5,0,0.0,0
2023-01-24,S1,I1,11,247.5,0,0.0,0
2023-01-25,S1,I1,6,247.5,0,0.0,0
2023-01-26,S1,I1,10,247.5,0,0.0,0
2023-01-27,S1,I1,8,247.5,0,0.0,0
2023-01-28,S1,I1,7,247.5,0,0.0,0
2023-01-29,S1,I1,10,247.5,0,0.0,0
2023-01-30,S1,I1,6,247.5,0,0.0,0
2023-01-31,S1,I1,8,247.5,0,0.0,0
2023-02-01,S1,I1,17,247.5,0,0.0,0
2023-02-02,S1,I1,12,247.5,0,0.0,0
2023-02-03,S1,I1,13,247.5,0,0.0,0
2023-02-04,S1,I1,18,247.5,0,0.0,0
2023-02-05,S1,I1,15,247.5,0,0.0,0
2023-02-06,S1,I1,12,247.5,0,0.0,0
2023-02-07,S1,I1,8,247.5,0,0.0,0
2023-02-08,S1,I1,11,247.5,0,0.0,0
2023-02-09,S1,I1,8,247.5,0,0.0,0
2023-02-10,S1,I1,10,247.5,0,0.0,0
2023-02-11,S1,I1,18,247.5,0,0.0,0
2023-02-12,S1,I1,19,247.5,0,0.0,0
2023-02-13,S1,I1,16,247.5,0,0.0,0
2023-02-14,S1,I1,12,247.5,0,0.0,0
2023-02-15,S1,I1,9,247.5,0,0.0,0
2023-02-16,S1,I1,13,247.5,0,0.0,0
2023-02-17,S1,I1,13,247.5,0,0.0,0
2023-02-18,S1,I1,11,247.5,0,0.0,0
2023-02-19,S1,I1,9,247.5,1,0.15,0
2023-02-20,S1,I1,9,247.5,0,0.0,0
2023-02-21,S1,I1,13,247.5,0,0.0,0
2023-02-22,S1,I1,15,247.5,1,0.27,0
2023-02-23,S1,I1,15,247.5,1,0.25,0
2023-02-24,S1,I1,9,247.5,0,0.0,0
2023-02-25,S1,I1,11,247.5,0,0.0,0
2023-02-26,S1,I1,14,247.5,1,0.17,0
2023-02-27,S1,I1,12,247.5,0,0.0,0
2023-02-28,S1,I1,15,247.5,0,0.0,0
2023-03-01,S1,I1,5,247.5,0,0.0,0
2023-03-02,S1,I1,0,247.5,0,0.0,1
2023-03-03,S1,I1,12,247.5,0,0.0,0
2023-03-04,S1,I1,13,247.5,0,0.0,0
2023-03-05,S1,I1,8,247.5,0,0.0,0
2023-03-06,S1,I1,11,247.5,0,0.0,0
2023-03-07,S1,I1,9,247.5,0,0.0,0
2023-03-08,S1,I1,16,247.5,0,0.0,0
2023-03-09,S1,I1,11,247.5,0,0.0,0
2023-03-10,S1,I1,16,247.5,0,0.0,0
2023-03-11,S1,I1,11,247.5,0,0.0,0
2023-03-12,S1,I1,11,247.5,0,0.0,0
2023-03-13,S1,I1,20,247.5,0,0.0,0
2023-03-14,S1,I1,11,247.5,1,0.18,0
2023-03-15,S1,I1,19,247.5,0,0.0,0
2023-03-16,S1,I1,9,247.5,0,0.0,0
2023-03-17,S1,I1,9,247.5,0,0.0,0
2023-03-18,S1,I1,13,247.5,0,0.0,0
2023-03-19,S1,I1,11,247.5,0,0.0,0
2023-03-20,S1,I1,9,247.5,0,0.0,0
2023-03-21,S1,I1,12,247.5,0,0.0,0
2023-03-22,S1,I1,10,247.5,0,0.0,0
2023-03-23,S1,I1,13,247.5,1,0.24,0
2023-03-24,S1,I1,13,247.5,0,0.0,0
2023-03-25,S1,I1,9,247.5,0,0.0,0
2023-03-26,S1,I1,8,247.5,0,0.0,0
2023-03-27,S1,I1,21,247.5,1,0.11,0
2023-03-28,S1,I1,7,247.5,0,0.0,0
2023-03-29,S1,I1,6,247.5,0,0.0,0
2023-03-30,S1,I1,13,247.5,0,0.0,0
2023-03-31,S1,I1,18,247.5,0,0.0,0
2023-04-01,S1,I1,6,247.5,0,0.0,0
2023-04-02,S1,I1,9,247.5,0,0.0,0
2023-04-03,S1,I1,17,247.5,1,0.21,0
2023-04-04,S1,I1,6,247.5,0,0.0,0
2023-04-05,S1,I1,10,247.5,0,0.0,0
2023-04-06,S1,I1,6,247.5,0,0.0,0
2023-04-07,S1,I1,12,247.5,0,0.0,0
2023-04-08,S1,I1,12,247.5,0,0.0,0
2023-04-09,S1,I1,16,247.5,0,0.0,0
2023-04-10,S1,I1,8,247.5,0,0.0,0
2023-04-11,S1,I1,6,247.5,0,0.0,0
2023-04-12,S1,I1,9,247.5,0,0.0,0
2023-04-13,S1,I1,9,247.5,0,0.0,0
2023-04-14,S1,I1,12,247.5,0,0.0,0
2023-04-15,S1,I1,11,247.5,1,0.26,0
2023-04-16,S1,I1,20,247.5,1,0.12,0
2023-04-17,S1,I1,8,247.5,0,0.0,0
2023-04-18,S1,I1,12,247.5,0,0.0,0
2023-04-19,S1,I1,15,247.5,0,0.0,0
2023-04-20,S1,I1,6,247.5,0,0.0,0
2023-04-21,S1,I1,6,247.5,0,0.0,0
2023-04-22,S1,I1,13,247.5,0,0.0,0
2023-04-23,S1,I1,16,247.5,0,0.0,0
2023-04-24,S1,I1,0,247.5,0,0.0,1
2023-04-25,S1,I1,9,247.5,0,0.0,0
2023-04-26,S1,I1,0,247.5,0,0.0,1
2023-04-27,S1,I1,18,247.5,0,0.0,0
2023-04-28,S1,I1,6,247.5,0,0.0,0
2023-04-29,S1,I1,20,247.5,1,0.19,0
2023-04-30,S1,I1,13,247.5,0,0.0,0
2023-05-01,S1,I1,0,247.5,0,0.0,1
2023-05-02,S1,I1,10,247.5,0,0.0,0
2023-05-03,S1,I1,9,247.5,0,0.0,0
2023-05-04,S1,I1,7,247.5,0,0.0,0
2023-05-05,S1,I1,15,247.5,0,0.0,0
2023-05-06,S1,I1,14,247.5,0,0.0,0
2023-05-07,S1,I1,16,247.5,0,0.0,0
2023-05-08,S1,I1,12,247.5,0,0.0,0
2023-05-09,S1,I1,13,247.5,0,0.0,0
2023-05-10,S1,I1,16,247.5,0,0.0,0
2023-05-11,S1,I1,0,247.5,0,0.0,1
2023-05-12,S1,I1,9,247.5,0,0.0,0
2023-05-13,S1,I1,10,247.5,0,0.0,0
2023-05-14,S1,I1,13,247.5,0,0.0,0
2023-05-15,S1,I1,22,247.5,0,0.0,0
2023-05-16,S1,I1,5,247.5,0,0.0,0
2023-05-17,S1,I1,12,247.5,0,0.0,0
2023-05-18,S1,I1,13,247.5,0,0.0,0
2023-05-19,S1,I1,12,247.5,1,0.16,0
2023-05-20,S1,I1,23,247.5,1,0.27,0
2023-05-21,S1,I1,9,247.5,0,0.0,0
2023-05-22,S1,I1,17,247.5,0,0.0,0
2023-05-23,S1,I1,0,247.5,0,0.0,1
2023-05-24,S1,I1,9,247.5,0,0.0,0
2023-05-25,S1,I1,16,247.5,0,0.0,0
2023-05-26,S1,I1,10,247.5,0,0.0,0
2023-05-27,S1,I1,0,247.5,0,0.0,1
2023-05-28,S1,I1,15,247.5,0,0.0,0
2023-05-29,S1,I1,11,247.5,0,0.0,0
2023-05-30,S1,I1,12,247.5,0,0.0,0
